POLICYNUM,INSAGE,INSAGEBIN,VEHICLE_TYPE,GENDER,MARITAL_STATUS,PREVCLM,SEATBELT,ACTUALDAMAGE,LOSS
9647,,,Big car,Male,Single,Yes,Yes,372.0,0.0
9653,35.0,35-45,Small car,Female,Married,No,Yes,860.0,0.0
9661,55.0,55 and older,Big car,Female,Married,No,Yes,604.0,0.0
9704,,,Small car,Male,Married,No,Yes,3595.0,2095.0
9714,26.0,25-35,Small car,Female,Single,No,Yes,4665.0,3165.0
9758,36.0,35-45,Big car,Female,Married,No,Yes,2352.0,852.0
9792,18.0,18-25,Big car,Male,Single,No,Yes,183.0,0.0
9793,16.0,18 and below,Big car,Female,Single,No,Yes,1495.0,0.0
9806,13.0,18 and below,Small car,Female,Single,No,Yes,135.0,0.0
9811,15.0,18 and below,Small car,Female,Single,,,5263.0,3763.0
9827,,,Big car,Female,Married,No,Yes,1756.0,256.0
9879,54.0,45-55,Big car,Female,Married,No,Yes,2677.0,1177.0
9920,40.0,35-45,Big car,Male,,,Yes,2408.0,908.0
10038,,,Big car,Female,Married,No,Yes,156.0,0.0
10106,,,Small car,Male,Single,No,Yes,140.0,0.0
10115,43.0,35-45,Small car,Female,Married,No,Yes,6209.0,4709.0
10117,23.0,18-25,Big car,Female,Single,,,1647.0,147.0
10129,83.0,55 and older,Small car,Male,Married,No,Yes,28209.0,26709.0
10206,21.0,18-25,Small car,Male,Single,No,Yes,150000.0,148500.0
10226,,,Big car,Male,Single,Yes,Yes,684.0,0.0
10256,23.0,18-25,Small car,Male,Single,No,Yes,4776.0,3276.0
10288,35.0,35-45,Small car,Female,Married,No,Yes,5405.0,3905.0
10298,10.0,18 and below,Big car,Female,Single,No,,584.0,0.0
10308,25.0,25-35,Small car,Female,Single,No,Yes,2998.0,1498.0
10329,,,Small car,Female,Single,No,Yes,2995.0,1495.0
10479,45.0,45-55,Small car,Female,Divorced/Separated,No,Yes,49025.0,47525.0
10545,40.0,35-45,Big car,Female,Single,No,Yes,1834.0,334.0
10564,15.0,18 and below,Small car,Male,Single,Yes,Yes,2610.0,1110.0
10565,49.0,45-55,Big car,Male,Married,No,Yes,2681.0,1181.0
10575,24.0,18-25,Small car,Male,Married,No,Yes,4926.0,3426.0
10591,48.0,45-55,Small car,Male,Married,No,Yes,68548.0,67048.0
10593,43.0,35-45,Big car,Male,Single,No,Yes,745.0,0.0
10606,61.0,55 and older,Small car,Male,Married,No,Yes,5087.0,3587.0
10758,19.0,18-25,Big car,Female,Single,No,Yes,285.0,0.0
10862,51.0,45-55,Small car,Male,Married,Yes,Yes,3729.0,2229.0
10870,21.0,18-25,Big car,Female,Single,No,Yes,2970.0,1470.0
10876,40.0,35-45,Big car,Male,Single,No,Yes,505.0,0.0
10884,16.0,18 and below,Small car,Male,Single,No,Yes,1396.0,0.0
10895,22.0,18-25,Big car,Female,Single,No,Yes,487.0,0.0
10945,25.0,25-35,Big car,Male,Married,Yes,Yes,540.0,0.0
10960,22.0,18-25,Small car,Female,Single,No,Yes,2231.0,731.0
10993,20.0,18-25,Big car,Female,Single,No,Yes,1385.0,0.0
10997,,,Small car,Female,Single,,,2700.0,1200.0
11016,4.0,18 and below,Small car,Female,Single,No,,57.0,0.0
11030,26.0,25-35,Small car,Female,Married,No,Yes,1089.0,0.0
11064,25.0,25-35,Small car,Male,Single,Yes,Yes,984.0,0.0
11094,,,Small car,Female,Single,No,Yes,416.0,0.0
11117,22.0,18-25,Small car,Female,Married,No,Yes,6184.0,4684.0
11134,59.0,55 and older,Small car,Female,Married,No,Yes,54722.0,53222.0
11195,,,Big car,Female,Single,No,Yes,3584.0,2084.0
11199,36.0,35-45,Small car,Male,Single,No,Yes,4145.0,2645.0
11258,16.0,18 and below,Small car,Female,Single,No,Yes,3471.0,1971.0
11269,41.0,35-45,Big car,Female,Married,No,Yes,4000.0,2500.0
11272,16.0,18 and below,Small car,Female,Single,No,Yes,3883.0,2383.0
11289,57.0,55 and older,Big car,Male,Single,No,Yes,3889.0,2389.0
11296,,,Big car,Male,Married,No,Yes,200.0,0.0
11301,,,Small car,Male,Married,No,Yes,2631.0,1131.0
11308,41.0,35-45,Small car,Female,Married,No,Yes,1857.0,357.0
11330,17.0,18 and below,Big car,Female,Single,No,Yes,557.0,0.0
11332,20.0,18-25,Small car,Female,Single,No,Yes,3064.0,1564.0
11363,,,Small car,Female,Married,No,Yes,13500.0,12000.0
11364,15.0,18 and below,Big car,Female,Single,No,No,1555.0,55.0
11450,33.0,25-35,Big car,Female,Married,No,Yes,3189.0,1689.0
11453,64.0,55 and older,Small car,Male,Married,No,Yes,3457.0,1957.0
11456,29.0,25-35,Small car,Female,Married,No,Yes,3950.0,2450.0
11461,37.0,35-45,Big car,Female,Married,Yes,Yes,2868.0,1368.0
11579,17.0,18 and below,Big car,Female,Single,Yes,Yes,600.0,0.0
11590,5.0,18 and below,Small car,Female,Single,No,,488.0,0.0
11627,5.0,18 and below,Small car,Female,Single,No,Yes,1995.0,495.0
11656,11.0,18 and below,Small car,Female,Single,,,1219.0,0.0
11696,35.0,35-45,Big car,Male,Married,,Yes,500.0,0.0
11701,43.0,35-45,Small car,Female,Single,Yes,Yes,7168.0,5668.0
11713,48.0,45-55,Big car,Female,Single,No,Yes,1226.0,0.0
11733,,,Small car,Female,Single,No,Yes,193000.0,191500.0
11763,66.0,55 and older,Big car,Female,Married,,,1985.0,485.0
11768,20.0,18-25,Big car,Female,Married,No,Yes,2169.0,669.0
11873,0.0,18 and below,Big car,Female,Married,No,Yes,81.0,0.0
11883,34.0,25-35,Big car,Male,Married,No,Yes,2361.0,861.0
11890,24.0,18-25,Big car,Male,Married,No,Yes,2086.0,586.0
11907,31.0,25-35,Big car,Male,Single,No,Yes,510.0,0.0
11912,,,Small car,,Single,,,2169.0,669.0
11914,50.0,45-55,Big car,Female,Married,No,Yes,145.0,0.0
11915,38.0,35-45,Big car,Male,Married,No,,405.0,0.0
11917,12.0,18 and below,Small car,Female,Single,No,Yes,3417.0,1917.0
11933,16.0,18 and below,Big car,Male,Single,No,Yes,548.0,0.0
11936,15.0,18 and below,Small car,Male,Single,Yes,Yes,2830.0,1330.0
12003,,,Big car,Male,Married,No,Yes,470.0,0.0
12091,51.0,45-55,Small car,Female,Married,No,Yes,4115.0,2615.0
12121,16.0,18 and below,Small car,Male,Single,No,Yes,5515.0,4015.0
12131,30.0,25-35,Small car,Male,Married,Yes,Yes,8070.0,6570.0
12132,24.0,18-25,Small car,Female,Single,No,Yes,1180.0,0.0
12158,39.0,35-45,Small car,Male,Married,No,No,162047.0,160547.0
12185,48.0,45-55,Small car,Female,Married,No,Yes,2150.0,650.0
12221,20.0,18-25,Small car,Male,Single,No,No,2328.0,828.0
12239,23.0,18-25,Small car,Female,Single,No,Yes,1260.0,0.0
12250,47.0,45-55,Big car,Male,Married,No,Yes,90.0,0.0
12286,70.0,55 and older,Small car,Female,Widowed,No,Yes,1566.0,66.0
12318,35.0,35-45,Big car,Female,Married,No,Yes,975.0,0.0
12404,,,Big car,Male,Married,,,1370.0,0.0
12454,,,Big car,Female,Married,No,Yes,1783.0,283.0
12474,70.0,55 and older,Small car,Female,Married,No,Yes,2698.0,1198.0
12478,39.0,35-45,Big car,Female,,No,Yes,841.0,0.0
12495,43.0,35-45,Big car,Male,Married,No,Yes,3049.0,1549.0
12510,,,Small car,Male,Single,Yes,Yes,10182.0,8682.0
12544,35.0,35-45,Small car,Female,Single,No,Yes,3603.0,2103.0
12545,,,Big car,Male,Single,No,Yes,400.0,0.0
12581,24.0,18-25,Small car,,Single,No,Yes,5510.0,4010.0
12598,47.0,45-55,Big car,Female,Single,No,Yes,619.0,0.0
12670,25.0,25-35,Small car,Female,Single,No,Yes,3185.0,1685.0
12701,18.0,18-25,Big car,Male,Married,Yes,Yes,166.0,0.0
12767,,,Big car,Female,Married,No,Yes,85.0,0.0
12785,19.0,18-25,Small car,Female,Single,No,Yes,2645.0,1145.0
12821,17.0,18 and below,Big car,Female,Single,No,Yes,405.0,0.0
12843,13.0,18 and below,Big car,Female,Single,No,Yes,210.0,0.0
12847,35.0,35-45,Small car,Female,Married,No,Yes,16426.0,14926.0
12902,55.0,55 and older,Small car,Male,Married,No,Yes,6850.0,5350.0
12920,45.0,45-55,Big car,Male,Single,No,Yes,3955.0,2455.0
12935,40.0,35-45,Small car,Male,Single,No,Yes,7701.0,6201.0
12944,12.0,18 and below,Big car,Male,Single,No,Yes,300.0,0.0
12980,49.0,45-55,Big car,Male,Married,No,No,2633.0,1133.0
12985,,,Big car,Male,Single,No,Yes,3854.0,2354.0
12993,50.0,45-55,Small car,Male,Married,No,Yes,3054.0,1554.0
13013,47.0,45-55,Big car,Male,Single,No,Yes,250.0,0.0
13034,18.0,18-25,Small car,Male,Single,No,Yes,2918.0,1418.0
13071,,,Small car,Female,Married,No,No,2629.0,1129.0
13090,29.0,25-35,Big car,Male,Married,No,Yes,957.0,0.0
13143,18.0,18-25,Small car,Female,Married,No,Yes,3186.0,1686.0
13160,5.0,18 and below,Small car,Male,Single,No,Yes,453.0,0.0
13196,64.0,55 and older,Big car,Female,Married,No,Yes,1062.0,0.0
13233,29.0,25-35,Big car,Male,Married,No,Yes,615.0,0.0
13236,6.0,18 and below,Small car,Male,Single,Yes,Yes,195.0,0.0
13249,64.0,55 and older,Big car,Female,Married,No,Yes,232.0,0.0
13304,37.0,35-45,Big car,Male,Married,No,Yes,3719.0,2219.0
13309,15.0,18 and below,Small car,Female,Single,Yes,Yes,3060.0,1560.0
13334,0.0,18 and below,Big car,Female,Single,No,Yes,252.0,0.0
13412,63.0,55 and older,Small car,Female,Married,No,Yes,1341.0,0.0
13491,13.0,18 and below,Big car,Female,Single,No,Yes,726.0,0.0
13571,,,Small car,,Single,No,Yes,17857.0,16357.0
13608,17.0,18 and below,Small car,Female,Single,,,7717.0,6217.0
13700,5.0,18 and below,Small car,Male,Single,No,Yes,65.0,0.0
13718,23.0,18-25,Big car,Male,Single,No,Yes,1185.0,0.0
13734,57.0,55 and older,Small car,Male,Married,No,Yes,6063.0,4563.0
13748,,,Small car,Male,Single,,Yes,1014.9999999999999,0.0
13753,52.0,45-55,Small car,Female,Single,No,Yes,4366.0,2866.0
13818,30.0,25-35,Small car,Male,Single,No,Yes,2548.0,1048.0
13841,,,Big car,Male,Married,No,Yes,432.0,0.0
13906,51.0,45-55,Big car,Female,Married,No,Yes,435.0,0.0
13930,2.0,18 and below,Small car,Male,Single,No,Yes,195.0,0.0
13957,31.0,25-35,Big car,Female,Married,No,No,2069.0,569.0
13978,47.0,45-55,Big car,Female,Married,No,Yes,77.0,0.0
13991,3.0,18 and below,Small car,Female,Single,No,Yes,843.0,0.0
14050,22.0,18-25,Big car,Female,Single,No,Yes,5525.0,4025.0
14084,17.0,18 and below,Small car,Male,Single,No,Yes,2305.0,805.0
14101,,,Big car,Female,Single,No,Yes,3520.0,2020.0
14105,19.0,18-25,Big car,Male,Single,No,Yes,8180.999999999999,6680.999999999999
14130,32.0,25-35,Small car,Male,Single,No,Yes,3135.0,1635.0
14141,15.0,18 and below,Small car,Male,Single,Yes,Yes,1656.0,156.0
14144,56.0,55 and older,Small car,Male,,No,Yes,3120.0,1620.0
14147,44.0,35-45,Small car,Male,Divorced/Separated,No,Yes,3666.0,2166.0
14167,34.0,25-35,Big car,Male,Married,No,Yes,3394.0,1894.0
14174,49.0,45-55,Small car,Female,Single,No,Yes,3760.0,2260.0
14186,,,Big car,Female,Married,No,Yes,3090.0,1590.0
14211,1.0,18 and below,Small car,Female,Single,,,920.0,0.0
14262,43.0,35-45,Small car,Male,Married,Yes,Yes,5183.0,3683.0
14263,64.0,55 and older,Big car,Female,Married,No,Yes,1948.0,448.0
14272,,,Small car,Male,Married,No,Yes,7438.0,5938.0
14279,26.0,25-35,Small car,Male,Married,Yes,Yes,1831.0,331.0
14315,29.0,25-35,Small car,Male,Married,No,Yes,4782.0,3282.0
14329,3.0,18 and below,Small car,Female,Single,Yes,Yes,579.0,0.0
14351,,,Big car,Female,Single,,,510.0,0.0
14357,34.0,25-35,Big car,Female,Married,No,Yes,8411.0,6911.0
14366,58.0,55 and older,Big car,Male,Married,No,Yes,1895.0,395.0
14375,31.0,25-35,Big car,Male,Married,No,Yes,1565.0,65.0
14404,57.0,55 and older,Small car,Male,Married,No,Yes,4996.0,3496.0
14458,,,Big car,Female,Divorced/Separated,No,Yes,215.0,0.0
14489,24.0,18-25,Small car,Female,Married,Yes,Yes,13814.0,12314.0
14517,22.0,18-25,Small car,Female,Married,No,Yes,3754.0,2254.0
14565,,,Big car,Female,Single,No,Yes,160.0,0.0
14610,14.0,18 and below,Big car,Female,Single,No,Yes,2883.0,1383.0
14614,37.0,35-45,Big car,Female,Divorced/Separated,No,Yes,500.0,0.0
14633,29.0,25-35,Small car,Male,Married,Yes,Yes,3140.0,1640.0
14679,39.0,35-45,Big car,Female,Married,No,Yes,100.0,0.0
14697,40.0,35-45,Big car,Female,Married,Yes,Yes,8416.0,6916.0
14740,54.0,45-55,Small car,Male,Single,No,Yes,2077.0,577.0
14767,15.0,18 and below,Small car,Male,Single,No,Yes,2737.0,1237.0
14799,26.0,25-35,Small car,Male,Single,No,Yes,1192.0,0.0
14806,44.0,35-45,Big car,Female,Married,No,Yes,3323.0,1823.0
14831,13.0,18 and below,Small car,Male,Single,No,Yes,1610.0,110.0
14845,19.0,18-25,Big car,Male,Single,No,Yes,2692.0,1192.0
14859,49.0,45-55,Small car,Female,Married,No,Yes,6372.0,4872.0
14863,71.0,55 and older,Small car,Male,Married,No,Yes,3706.0,2206.0
14893,20.0,18-25,Big car,Male,Single,No,Yes,315.0,0.0
14908,25.0,25-35,Small car,Female,Single,No,Yes,4554.0,3054.0
14967,17.0,18 and below,Big car,Male,Single,No,Yes,1778.0,278.0
14975,,,Small car,Male,Married,No,Yes,66689.0,65189.0
14992,18.0,18-25,Small car,Female,Single,No,Yes,6047.0,4547.0
14995,30.0,25-35,Big car,Male,Single,No,Yes,384.0,0.0
14998,20.0,18-25,Big car,Female,Single,No,Yes,1217.0,0.0
15022,,,Big car,Female,Single,Yes,Yes,3362.0,1862.0
15072,63.0,55 and older,Big car,Female,Married,No,Yes,1284.0,0.0
15143,36.0,35-45,Small car,Male,Married,Yes,Yes,3275.0,1775.0
15161,27.0,25-35,Small car,Female,Single,No,Yes,42434.0,40934.0
15182,70.0,55 and older,Small car,Female,Married,No,Yes,3781.0,2281.0
15195,,,Small car,Female,Married,No,Yes,1536.0,36.0
15218,30.0,25-35,Big car,Female,Married,No,Yes,831.0,0.0
15369,16.0,18 and below,Big car,Female,Single,No,Yes,200.0,0.0
15414,22.0,18-25,Big car,Female,Married,No,Yes,546.0,0.0
15425,38.0,35-45,Small car,Female,Married,No,Yes,4977.0,3477.0
15429,18.0,18-25,Big car,Male,Single,No,Yes,2991.0,1491.0
15432,43.0,35-45,Big car,Female,Married,No,Yes,1117.0,0.0
15436,32.0,25-35,Small car,Male,Married,No,Yes,5550.0,4050.0
15457,70.0,55 and older,Big car,Female,Married,No,Yes,1218.0,0.0
15511,60.0,55 and older,Big car,Male,Married,No,Yes,73.0,0.0
15528,19.0,18-25,Big car,Female,Single,No,Yes,550.0,0.0
15529,37.0,35-45,Small car,Female,Married,No,Yes,63362.0,61862.0
15548,51.0,45-55,Small car,Male,Married,No,Yes,1935.0,435.0
15551,29.0,25-35,Big car,Female,Married,No,,125.0,0.0
15557,23.0,18-25,Big car,Female,Married,No,Yes,250.0,0.0
15589,18.0,18-25,Small car,Female,Single,No,Yes,3005.0,1505.0
15599,22.0,18-25,Small car,Female,Married,No,Yes,3611.0,2111.0
15670,,,Big car,Female,Single,No,Yes,224.0,0.0
15680,51.0,45-55,Small car,Male,Married,No,,3042.0,1542.0
15704,4.0,18 and below,Small car,Female,Single,No,Yes,1655.0,155.0
15791,11.0,18 and below,Big car,Male,Single,No,Yes,250.0,0.0
15848,19.0,18-25,Small car,Female,Single,No,Yes,5500.0,4000.0
15931,33.0,25-35,Big car,Male,Single,No,Yes,596.0,0.0
15932,,,Small car,Male,Single,No,Yes,299.0,0.0
15954,30.0,25-35,Big car,Male,Married,No,Yes,1130.0,0.0
15990,26.0,25-35,Small car,Male,Single,No,Yes,4940.0,3440.0
16026,,,Big car,Female,Single,No,Yes,2640.0,1140.0
16100,0.0,18 and below,Big car,Female,Single,No,Yes,407.0,0.0
16126,39.0,35-45,Small car,Female,Single,No,Yes,3470.0,1970.0
16137,36.0,35-45,Small car,Female,Married,No,Yes,25766.0,24266.0
16220,83.0,55 and older,Big car,Male,Widowed,No,Yes,380.0,0.0
16275,17.0,18 and below,Small car,Male,Single,Yes,Yes,2825.0,1325.0
16295,42.0,35-45,Big car,Female,Married,No,Yes,3043.0,1543.0
16327,38.0,35-45,Big car,Male,Single,No,Yes,3787.0,2287.0
16330,12.0,18 and below,Small car,Male,Single,No,Yes,1891.0,391.0
16353,67.0,55 and older,Small car,Female,Married,No,Yes,4219.0,2719.0
16379,20.0,18-25,Big car,Male,Single,,Yes,558.0,0.0
16408,72.0,55 and older,Small car,Female,Widowed,No,Yes,18708.0,17208.0
16409,73.0,55 and older,Small car,Male,Married,No,Yes,8218.0,6718.0
16445,41.0,35-45,Small car,Female,Married,No,Yes,6337.0,4837.0
16453,48.0,45-55,Big car,Female,Married,No,Yes,1058.0,0.0
16462,17.0,18 and below,Small car,Male,Single,No,Yes,1330.0,0.0
16495,,,Small car,Female,Single,Yes,Yes,3635.0,2135.0
16532,50.0,45-55,Small car,Male,Married,Yes,Yes,1120.0,0.0
16543,12.0,18 and below,Small car,Female,Single,No,Yes,3404.0,1904.0
16556,37.0,35-45,Small car,Female,Married,No,Yes,2852.0,1352.0
16568,21.0,18-25,Small car,Female,Single,No,No,18053.0,16553.0
16585,95.0,55 and older,Small car,Male,Married,No,Yes,1080.0,0.0
16605,0.0,18 and below,Big car,Female,Single,No,Yes,275.0,0.0
16665,44.0,35-45,Small car,Male,Married,No,Yes,3910.0,2410.0
16697,32.0,25-35,Small car,Male,Single,No,Yes,10255.0,8755.0
16703,20.0,18-25,Small car,Male,Single,No,Yes,1235.0,0.0
16709,44.0,35-45,Small car,Male,Married,No,Yes,2645.0,1145.0
16721,45.0,45-55,Small car,Male,Married,No,Yes,3901.0,2401.0
16727,30.0,25-35,Small car,Male,Single,No,Yes,6818.0,5318.0
16755,20.0,18-25,Big car,Female,Single,No,Yes,1042.0,0.0
16794,,,Small car,Male,Married,No,Yes,2905.0,1405.0
16795,27.0,25-35,Small car,Male,Single,No,Yes,5228.0,3728.0
16842,21.0,18-25,Big car,Female,Single,Yes,Yes,2640.0,1140.0
16843,70.0,55 and older,Big car,Female,Married,No,Yes,60.0,0.0
16917,17.0,18 and below,Small car,Male,Single,No,Yes,3436.0,1936.0
16924,20.0,18-25,Small car,Female,Single,No,No,1936.0,436.0
16958,12.0,18 and below,Small car,Male,Single,No,Yes,1035.0,0.0
17020,33.0,25-35,Big car,Male,Married,No,Yes,1393.0,0.0
17022,0.0,18 and below,Small car,Female,Single,No,Yes,226.0,0.0
17098,34.0,25-35,Small car,Male,Divorced/Separated,No,Yes,6570.0,5070.0
17133,43.0,35-45,Small car,Male,Married,No,Yes,415.0,0.0
17144,,,Small car,Female,Single,No,Yes,1935.0,435.0
17157,35.0,35-45,Small car,Male,Married,No,Yes,3361.0,1861.0
17159,43.0,35-45,Big car,Female,Married,No,Yes,3498.0,1998.0
17163,24.0,18-25,Small car,Male,Single,No,Yes,4479.0,2979.0
17185,21.0,18-25,Small car,Female,Single,No,Yes,2406.0,906.0
17187,,,Small car,Female,Single,,,300.0,0.0
17222,42.0,35-45,Big car,Female,Married,No,Yes,19260.0,17760.0
17275,10.0,18 and below,Big car,Female,Single,No,Yes,5.0,0.0
17286,47.0,45-55,Big car,Female,Married,No,Yes,500.0,0.0
17363,32.0,25-35,Small car,Male,Married,Yes,Yes,1738.0,238.0
17373,39.0,35-45,Small car,Male,Married,No,Yes,14308.0,12808.0
17397,,,Big car,Male,Single,No,Yes,75.0,0.0
17403,,,Big car,Male,Married,No,Yes,233.0,0.0
17416,39.0,35-45,Small car,Female,Married,No,Yes,3186.0,1686.0
17417,60.0,55 and older,Big car,Female,Married,No,Yes,64.0,0.0
17488,49.0,45-55,Small car,Male,Married,,Yes,1710.0,210.0
17539,55.0,55 and older,Big car,Female,Married,No,Yes,1030.0,0.0
17550,33.0,25-35,Big car,Female,Single,Yes,Yes,1000.0,0.0
17635,42.0,35-45,Small car,Female,Married,No,Yes,7123.0,5623.0
17707,33.0,25-35,Small car,Female,Divorced/Separated,No,Yes,15467.0,13967.0
17709,39.0,35-45,Big car,Female,Single,No,Yes,832.0,0.0
17726,,,Small car,Male,Married,No,Yes,3916.0,2416.0
17729,43.0,35-45,Small car,Male,Married,No,Yes,4420.0,2920.0
17732,48.0,45-55,Big car,Male,Married,Yes,Yes,855.0,0.0
17737,48.0,45-55,Small car,Female,Married,No,Yes,5449.0,3949.0
17791,29.0,25-35,Big car,Female,Single,No,Yes,553.0,0.0
17832,19.0,18-25,Small car,Female,Single,No,Yes,2803.0,1303.0
17840,34.0,25-35,Small car,Female,Married,,,1945.0,445.0
17841,26.0,25-35,Big car,Male,Married,No,Yes,275.0,0.0
17885,29.0,25-35,Big car,Female,Married,Yes,Yes,5410.0,3910.0
17933,,,Big car,Male,Married,,,1104.0,0.0
17985,81.0,55 and older,Big car,Female,Married,No,Yes,2623.0,1123.0
17994,43.0,35-45,Big car,Female,Single,No,Yes,320.0,0.0
18017,23.0,18-25,Small car,Male,Single,No,Yes,2925.0,1425.0
18063,22.0,18-25,Small car,Female,Single,Yes,Yes,7407.0,5907.0
18065,15.0,18 and below,Big car,Male,Single,No,Yes,325.0,0.0
18071,25.0,25-35,Big car,Female,Married,No,Yes,6795.0,5295.0
18089,50.0,45-55,Big car,Female,Married,No,Yes,1946.0,446.0
18142,,,Small car,Female,Single,No,Yes,305.0,0.0
18145,29.0,25-35,Small car,Male,Married,No,Yes,1348.0,0.0
18157,40.0,35-45,Small car,Male,Single,No,Yes,6479.0,4979.0
18175,22.0,18-25,Big car,Female,Married,No,Yes,3780.0,2280.0
18177,,,Big car,Male,Single,No,Yes,400.0,0.0
18204,60.0,55 and older,Big car,Male,Single,No,Yes,210.0,0.0
18215,43.0,35-45,Small car,Female,Single,No,Yes,18491.0,16991.0
18233,42.0,35-45,Small car,Female,Divorced/Separated,No,Yes,1802.0,302.0
18255,49.0,45-55,Small car,Male,Divorced/Separated,No,Yes,1330.0,0.0
18271,40.0,35-45,Small car,Female,Married,No,Yes,3570.0,2070.0
18298,10.0,18 and below,Big car,Female,Single,No,Yes,150.0,0.0
18318,21.0,18-25,Small car,Female,Single,No,Yes,17179.0,15679.0
18334,5.0,18 and below,Big car,Male,Single,No,Yes,250.0,0.0
18353,,,Big car,Female,Married,No,Yes,2120.0,620.0
18361,45.0,45-55,Big car,Female,Married,No,Yes,900.0,0.0
18384,37.0,35-45,Small car,Female,Married,No,Yes,2805.0,1305.0
18387,57.0,55 and older,Big car,Male,Married,No,Yes,2029.0,529.0
18396,25.0,25-35,Small car,Male,Married,No,Yes,6229.0,4729.0
18400,40.0,35-45,Big car,Female,Married,No,Yes,5967.0,4467.0
18483,9.0,18 and below,Small car,Female,Single,No,Yes,1717.0,217.0
18501,,,Small car,Male,Single,No,Yes,4395.0,2895.0
18523,58.0,55 and older,Big car,Female,Married,No,Yes,354.0,0.0
18553,23.0,18-25,Big car,Male,Single,No,Yes,6979.0,5479.0
18563,30.0,25-35,Small car,Female,Single,No,Yes,2205.0,705.0
18576,28.0,25-35,Small car,Male,Married,No,Yes,3165.0,1665.0
18619,55.0,55 and older,Small car,Female,Married,No,Yes,29934.0,28434.0
18644,33.0,25-35,Big car,Female,Married,No,Yes,1782.0,282.0
18647,27.0,25-35,Small car,Female,Married,No,Yes,3737.0,2237.0
18671,34.0,25-35,Small car,Male,Married,No,Yes,8716.0,7216.0
18674,,,Small car,Male,Single,No,Yes,3545.0,2045.0
18683,27.0,25-35,Small car,Male,Single,No,Yes,3055.0,1555.0
18698,17.0,18 and below,Small car,Female,Single,No,Yes,250.0,0.0
18765,44.0,35-45,Big car,Male,Married,No,Yes,763.0,0.0
18773,36.0,35-45,Big car,Male,Married,No,Yes,53.0,0.0
18774,21.0,18-25,Big car,Male,Single,No,Yes,3974.0,2474.0
18783,19.0,18-25,Small car,Male,Single,No,Yes,3200.0,1700.0
18819,22.0,18-25,Big car,Male,Single,No,Yes,500.0,0.0
18822,10.0,18 and below,Big car,Male,Single,No,Yes,150.0,0.0
18824,31.0,25-35,Small car,Male,Married,No,Yes,4024.0,2524.0
18847,,,Big car,Male,Single,No,Yes,5021.0,3521.0
18913,22.0,18-25,Big car,Male,Single,Yes,Yes,300.0,0.0
18950,27.0,25-35,Big car,Female,Married,No,Yes,1069.0,0.0
18961,10.0,18 and below,Small car,Male,Single,No,Yes,124.0,0.0
18983,23.0,18-25,Small car,Male,Single,No,Yes,7936.0,6436.0
18985,88.0,55 and older,Big car,Female,Widowed,No,Yes,1703.0,203.0
19042,78.0,55 and older,Small car,Male,Single,Yes,Yes,4225.0,2725.0
19090,16.0,18 and below,Small car,Male,Single,No,Yes,4176.0,2676.0
19204,70.0,55 and older,Small car,Female,Married,No,Yes,1135.0,0.0
19212,30.0,25-35,Small car,Female,Married,No,Yes,5120.0,3620.0
19228,18.0,18-25,Big car,Female,Married,No,Yes,412.0,0.0
19232,40.0,35-45,Small car,Female,Married,No,Yes,6674.0,5174.0
19260,41.0,35-45,Small car,Female,Married,No,Yes,5192.0,3692.0
19263,18.0,18-25,Big car,Male,Single,No,Yes,9004.0,7504.0
19264,69.0,55 and older,Big car,Male,Married,No,Yes,480.0,0.0
19293,,,Big car,Female,Married,No,Yes,848.0,0.0
19330,38.0,35-45,Small car,Male,Married,No,Yes,3004.0,1504.0
19414,36.0,35-45,Big car,Male,Single,No,Yes,1018.9999999999999,0.0
19422,14.0,18 and below,Small car,Female,Single,No,Yes,1292.0,0.0
19423,,,Small car,Female,,No,Yes,2110.0,610.0
19425,39.0,35-45,Big car,Female,Married,No,Yes,4195.0,2695.0
19431,25.0,25-35,Big car,Male,Single,No,Yes,260.0,0.0
19477,,,Big car,Female,Married,No,Yes,9436.0,7936.0
19480,81.0,55 and older,Big car,Male,Married,No,Yes,1713.0,213.0
19578,53.0,45-55,Small car,Female,Married,No,Yes,3140.0,1640.0
19614,39.0,35-45,Small car,Male,Married,No,Yes,3742.0,2242.0
19619,40.0,35-45,Small car,Male,Married,No,Yes,2173.0,673.0
19627,30.0,25-35,Small car,Male,Married,Yes,Yes,9919.0,8419.0
19630,38.0,35-45,Small car,Female,Married,No,Yes,3155.0,1655.0
19686,0.0,18 and below,Small car,Male,Single,No,Yes,1400.0,0.0
19692,45.0,45-55,Small car,Male,Married,Yes,Yes,3305.0,1805.0
19795,61.0,55 and older,Big car,Male,Married,No,Yes,100.0,0.0
19796,19.0,18-25,Small car,Female,Single,No,Yes,4624.0,3124.0
19826,31.0,25-35,Small car,Male,Married,No,No,10077.0,8577.0
19852,10.0,18 and below,Big car,Male,Single,No,Yes,165.0,0.0
19875,28.0,25-35,Small car,Female,Married,Yes,Yes,2827.0,1327.0
19877,,,Big car,Female,Single,No,Yes,225.0,0.0
19882,41.0,35-45,Big car,Female,Married,No,Yes,969.0,0.0
19885,,,Big car,Male,Single,No,Yes,624.0,0.0
19895,43.0,35-45,Big car,Female,Married,No,Yes,266.0,0.0
19901,,,Big car,Male,Single,Yes,Yes,238.0,0.0
19913,,,Small car,Male,Single,No,Yes,4395.0,2895.0
19933,16.0,18 and below,Big car,Female,Single,No,Yes,209.0,0.0
